RollNo,Name,Email,SubjectID,Marks
0089,Dallas Strosin,Dallas4@yahoo.com,4,99
0089,Dallas Strosin,Dallas4@yahoo.com,5,71
0090,Dale Schowalter,Dale.Schowalter4@yahoo.com,1,87
0090,Dale Schowalter,Dale.Schowalter4@yahoo.com,2,42
0090,Dale Schowalter,Dale.Schowalter4@yahoo.com,3,85
0090,Dale Schowalter,Dale.Schowalter4@yahoo.com,4,31
0090,Dale Schowalter,Dale.Schowalter4@yahoo.com,5,99
0091,Lyle Bartoletti,Lyle36@hotmail.com,1,27
0091,Lyle Bartoletti,Lyle36@hotmail.com,2,89
0091,Lyle Bartoletti,Lyle36@hotmail.com,3,80
0091,Lyle Bartoletti,Lyle36@hotmail.com,4,93
0091,Lyle Bartoletti,Lyle36@hotmail.com,5,23
0092,Elsa Bednar,Elsa.Bednar@gmail.com,1,43
0092,Elsa Bednar,Elsa.Bednar@gmail.com,2,76
0092,Elsa Bednar,Elsa.Bednar@gmail.com,3,96
0092,Elsa Bednar,Elsa.Bednar@gmail.com,4,42
0092,Elsa Bednar,Elsa.Bednar@gmail.com,5,25
0093,Verna Lindgren,Verna.Lindgren@yahoo.com,1,41
0093,Verna Lindgren,Verna.Lindgren@yahoo.com,2,83
0093,Verna Lindgren,Verna.Lindgren@yahoo.com,3,52
0093,Verna Lindgren,Verna.Lindgren@yahoo.com,4,77
0093,Verna Lindgren,Verna.Lindgren@yahoo.com,5,69
0094,Loren Adams,Loren.Adams@yahoo.com,1,79
0094,Loren Adams,Loren.Adams@yahoo.com,2,70
0094,Loren Adams,Loren.Adams@yahoo.com,3,97
0094,Loren Adams,Loren.Adams@yahoo.com,4,54
0094,Loren Adams,Loren.Adams@yahoo.com,5,52
0095,Jonathan Volkman,Jonathan.Volkman4@yahoo.com,1,38
0095,Jonathan Volkman,Jonathan.Volkman4@yahoo.com,2,65
0095,Jonathan Volkman,Jonathan.Volkman4@yahoo.com,3,62
0095,Jonathan Volkman,Jonathan.Volkman4@yahoo.com,4,21
0095,Jonathan Volkman,Jonathan.Volkman4@yahoo.com,5,58
0096,Margarita Bahringer,Margarita_Bahringer@hotmail.com,1,43
0096,Margarita Bahringer,Margarita_Bahringer@hotmail.com,2,66
0096,Margarita Bahringer,Margarita_Bahringer@hotmail.com,3,79
0096,Margarita Bahringer,Margarita_Bahringer@hotmail.com,4,72
0096,Margarita Bahringer,Margarita_Bahringer@hotmail.com,5,40
0097,Carl Konopelski,Carl43@yahoo.com,1,57
0097,Carl Konopelski,Carl43@yahoo.com,2,99
0097,Carl Konopelski,Carl43@yahoo.com,3,80
0097,Carl Konopelski,Carl43@yahoo.com,4,75
0097,Carl Konopelski,Carl43@yahoo.com,5,77
0098,Jasmine Weissnat,Jasmine55@hotmail.com,1,100
0098,Jasmine Weissnat,Jasmine55@hotmail.com,2,79
0098,Jasmine Weissnat,Jasmine55@hotmail.com,3,68
0098,Jasmine Weissnat,Jasmine55@hotmail.com,4,76
0098,Jasmine Weissnat,Jasmine55@hotmail.com,5,100
0099,Eva Ankunding,Eva.Ankunding@gmail.com,1,52
0099,Eva Ankunding,Eva.Ankunding@gmail.com,2,64
0099,Eva Ankunding,Eva.Ankunding@gmail.com,3,35
0099,Eva Ankunding,Eva.Ankunding@gmail.com,4,39
0099,Eva Ankunding,Eva.Ankunding@gmail.com,5,86
0100,Annie Harber,Annie_Harber@gmail.com,1,58
0100,Annie Harber,Annie_Harber@gmail.com,2,24
0100,Annie Harber,Annie_Harber@gmail.com,3,35
0100,Annie Harber,Annie_Harber@gmail.com,4,100
0100,Annie Harber,Annie_Harber@gmail.com,5,54
